site,date,component_rows,scene_ids,product_ids,tiles,utc_timestamps,ndci_component_values,ndci_component_counts,ndci_weighted_numerator,ndci_valid_pixels,ndci_mean,fai_component_values,fai_component_counts,fai_weighted_numerator,fai_valid_pixels,fai_mean
Nakdan Weir,2024-08-11,1,20240811T020651_20240811T020652_T52SDF,S2A_MSIL2A_20240811T020651_N0511_R103_T52SDF_20240811T055751,52SDF,2024-08-11T02:17:28.395000+00:00,0.034130785596260198,7132,243.42076287252772,7132,0.034130785596260198,0.0104403674496166,7132,74.460700650665586,7132,0.0104403674496166
Nakdan Weir,2024-08-14,1,20240814T021601_20240814T022230_T52SDF,S2A_MSIL2A_20240814T021601_N0511_R003_T52SDF_20240814T052653,52SDF,2024-08-14T02:27:24.171000+00:00,0.0056395607569886003,7187,40.531523160477072,7187,0.0056395607569886003,-0.0039401654453417997,7187,-28.317969055671515,7187,-0.0039401654453417997
Nakdan Weir,2024-08-19,1,20240819T021539_20240819T022637_T52SDF,S2B_MSIL2A_20240819T021539_N0511_R003_T52SDF_20240819T042921,52SDF,2024-08-19T02:27:24.530000+00:00,0.022429710108754199,6743,151.24353526332956,6743,0.022429710108754199,0.0100352660695726,6743,67.667799107128047,6743,0.0100352660695726
Nakdan Weir,2024-08-31,1,20240831T020651_20240831T020650_T52SDF,S2A_MSIL2A_20240831T020651_N0511_R103_T52SDF_20240831T060051,52SDF,2024-08-31T02:17:26.038000+00:00,-0.019389097995312299,7187,-139.34944729230949,7187,-0.019389097995312299,0.0075460756030961999,7187,54.233645359452389,7187,0.0075460756030961999
Nakdan Weir,2024-09-05,1,20240905T020659_20240905T020653_T52SDF,S2B_MSIL2A_20240905T020659_N0511_R103_T52SDF_20240905T040210,52SDF,2024-09-05T02:17:29.588000+00:00,-0.038674724013347199,7187,-277.95524148392633,7187,-0.038674724013347199,-0.0017395146242648,7187,-12.501891604591117,7187,-0.0017395146242648
Nakdan Weir,2024-09-10,1,20240910T020651_20240910T020650_T52SDF,S2A_MSIL2A_20240910T020651_N0511_R103_T52SDF_20240910T054852,52SDF,2024-09-10T02:17:25.962000+00:00,-0.0071392536924944003,7187,-51.309816287957254,7187,-0.0071392536924944003,0.0013943862554089,7187,10.021454017623764,7187,0.0013943862554089
Nakdan Weir,2024-09-23,1,20240923T021531_20240923T022308_T52SDF,S2A_MSIL2A_20240923T021531_N0511_R003_T52SDF_20240923T053200,52SDF,2024-09-23T02:27:24.351000+00:00,-0.024051309624401301,7187,-172.85676227057215,7187,-0.024051309624401301,-0.034746417546294102,7187,-249.72250290521572,7187,-0.034746417546294102
Nakdan Weir,2024-09-30,1,20240930T020651_20240930T020653_T52SDF,S2A_MSIL2A_20240930T020651_N0511_R103_T52SDF_20240930T055753,52SDF,2024-09-30T02:17:29.109000+00:00,0.056045818064230701,7187,402.80129442762603,7187,0.056045818064230701,-0.0040749673362374004,7187,-29.286790245538196,7187,-0.0040749673362374004
Nakdan Weir,2024-10-05,1,20241005T020649_20241005T020652_T52SDF,S2B_MSIL2A_20241005T020649_N0511_R103_T52SDF_20241005T040520,52SDF,2024-10-05T02:17:27.817000+00:00,0.12350653684341451,6941,857.25887223014013,6941,0.12350653684341452,-0.0010418467031313001,6941,-7.2314579664343537,6941,-0.0010418467031313001
Nakdan Weir,2024-10-08,1,20241008T021529_20241008T022704_T52SDF,S2B_MSIL2A_20241008T021529_N0511_R003_T52SDF_20241008T150637,52SDF,2024-10-08T02:27:22.249000+00:00,0.084890033082809596,7187,610.1046677661526,7187,0.084890033082809596,0.0012819521392002,7187,9.2133900244318383,7187,0.0012819521392002
Nakdan Weir,2024-10-10,1,20241010T020651_20241010T020648_T52SDF,S2A_MSIL2A_20241010T020651_N0511_R103_T52SDF_20241010T055650,52SDF,2024-10-10T02:17:23.978000+00:00,0.17175807781040861,7172,1231.8489340562505,7172,0.17175807781040861,-0.0014865787494086999,7172,-10.661742790759195,7172,-0.0014865787494086999
Nakdan Weir,2024-10-25,1,20241025T020659_20241025T020654_T52SDF,S2B_MSIL2A_20241025T020659_N0511_R103_T52SDF_20241025T040212,52SDF,2024-10-25T02:17:27.736000+00:00,-0.0484974260713565,6060,-293.8944019924204,6060,-0.0484974260713565,-0.010424964873856499,6060,-63.175287135570386,6060,-0.010424964873856499
Nakdan Weir,2024-10-30,1,20241030T020821_20241030T021624_T52SDF,S2A_MSIL2A_20241030T020821_N0511_R103_T52SDF_20241030T051219,52SDF,2024-10-30T02:17:27.523000+00:00,0.0144346949590367,7187,103.74215267059677,7187,0.0144346949590367,-0.0036033227261802999,7187,-25.897080433057816,7187,-0.0036033227261802999
Nakdan Weir,2025-05-08,1,20250508T020711_20250508T020903_T52SDF,S2C_MSIL2A_20250508T020711_N0511_R103_T52SDF_20250508T055213,52SDF,2025-05-08T02:17:46.746000+00:00,-0.091213248933733504,2387,-217.72602520482187,2387,-0.091213248933733504,0.0021436278519226999,2387,5.1168396825394842,2387,0.0021436278519226999
Nakdan Weir,2025-05-26,1,20250526T021539_20250526T022318_T52SDF,S2B_MSIL2A_20250526T021539_N0511_R003_T52SDF_20250526T041515,52SDF,2025-05-26T02:27:24.082000+00:00,0.013562143687378399,7187,97.471126681188551,7187,0.013562143687378399,-0.00043896285114519999,7187,-3.1548260111805524,7187,-0.00043896285114519999
Nakdan Weir,2025-05-28,1,20250528T020711_20250528T021218_T52SDF,S2C_MSIL2A_20250528T020711_N0511_R103_T52SDF_20250528T063213,52SDF,2025-05-28T02:17:46.979000+00:00,-0.18170664689971519,7187,-1305.9256712682532,7187,-0.18170664689971519,-0.017678193886513201,7187,-127.05317946237038,7187,-0.017678193886513201
Nakdan Weir,2025-05-30,1,20250530T021121_20250530T021428_T52SDF,S2A_MSIL2A_20250530T021121_N0511_R103_T52SDF_20250530T062212,52SDF,2025-05-30T02:17:44.130000+00:00,-0.020379021394128401,7187,-146.46402675960081,7187,-0.020379021394128401,-0.012200638584454001,7187,-87.685989506470904,7187,-0.012200638584454001
Nakdan Weir,2025-06-05,1,20250605T021529_20250605T022440_T52SDF,S2B_MSIL2A_20250605T021529_N0511_R003_T52SDF_20250605T041606,52SDF,2025-06-05T02:27:22.934000+00:00,0.026937042521964001,7187,193.59652460535528,7187,0.026937042521964001,-0.00013644319328910001,7187,-0.98061723016876179,7187,-0.00013644319328910001
Nakdan Weir,2025-07-05,1,20250705T021539_20250705T021535_T52SDF,S2B_MSIL2A_20250705T021539_N0511_R003_T52SDF_20250705T035632,52SDF,2025-07-05T02:27:26.176000+00:00,0.0265807462803864,7187,191.03582351713706,7187,0.0265807462803864,-0.0052371816025507997,7187,-37.639624177532596,7187,-0.0052371816025507997
Nakdan Weir,2025-07-09,1,20250709T021131_20250709T021441_T52SDF,S2A_MSIL2A_20250709T021131_N0511_R103_T52SDF_20250709T062417,52SDF,2025-07-09T02:17:45.808000+00:00,0.1144518030359797,7187,822.56510841958607,7187,0.1144518030359797,-0.0071174990961245001,7187,-51.153466003846781,7187,-0.0071174990961245001
Nakdan Weir,2025-07-10,1,20250710T021631_20250710T022524_T52SDF,S2C_MSIL2A_20250710T021631_N0511_R003_T52SDF_20250710T055619,52SDF,2025-07-10T02:27:45.849000+00:00,0.085757879466112602,7187,616.34187972295126,7187,0.085757879466112602,-0.0036323774835143002,7187,-26.105896974017277,7187,-0.0036323774835143002
Nakdan Weir,2025-07-25,1,20250725T021539_20250725T022319_T52SDF,S2B_MSIL2A_20250725T021539_N0511_R003_T52SDF_20250725T041758,52SDF,2025-07-25T02:27:24.703000+00:00,0.1237795727611429,7187,889.60378943433409,7187,0.1237795727611429,-0.0049318081237496999,7187,-35.444904985389094,7187,-0.0049318081237496999
Nakdan Weir,2025-07-27,1,20250727T020711_20250727T021408_T52SDF,S2C_MSIL2A_20250727T020711_N0511_R103_T52SDF_20250727T053721,52SDF,2025-07-27T02:17:49.269000+00:00,0.016171320105247598,7187,116.22327759641449,7187,0.016171320105247598,0.0047752678887323001,7187,34.319850316319041,7187,0.0047752678887323001
Nakdan Weir,2025-07-29,1,20250729T021131_20250729T021429_T52SDF,S2A_MSIL2A_20250729T021131_N0511_R103_T52SDF_20250729T061616,52SDF,2025-07-29T02:17:45.230000+00:00,0.0394715930035449,7187,283.68233891647719,7187,0.0394715930035449,-0.0010313617747368001,7187,-7.4123970750333816,7187,-0.0010313617747368001
Nakdan Weir,2025-08-01,2,20250801T020649_20250801T021704_T52SDF|20250801T022131_20250801T022131_T52SDF,S2B_MSIL2A_20250801T020649_N0511_R103_T52SDF_20250801T040552|S2A_MSIL2A_20250801T022131_N0511_R003_T52SDF_20250801T071659,52SDF|52SDF,2025-08-01T02:17:26.982000+00:00|2025-08-01T02:27:40.255000+00:00,-0.1838106717773175|0.060281634003080099,7187|7187,-887.80319448344426,14374,-0.061764518887118702,0.00032584311433940001|-0.0010465318271307999,7187|7187,-5.1795897788317902,14374,-0.00036034435639569986
Nakdan Weir,2025-08-21,2,20250821T020659_20250821T020653_T52SDF|20250821T022131_20250821T022128_T52SDF,S2B_MSIL2A_20250821T020659_N0511_R103_T52SDF_20250821T035126|S2A_MSIL2A_20250821T022131_N0511_R003_T52SDF_20250821T073716,52SDF|52SDF,2025-08-21T02:17:29.252000+00:00|2025-08-21T02:27:36.742000+00:00,-0.032242923236382101|0.0078601385119231992,7016|7187,-169.72553394126479,14203,-0.011949977747043919,0.0070107215469298999|0.0010020106123648999,7016|7187,56.388672644326711,14203,0.0039701945113234322
Nakdan Weir,2025-09-05,1,20250905T020711_20250905T021218_T52SDF,S2C_MSIL2A_20250905T020711_N0511_R103_T52SDF_20250905T053715,52SDF,2025-09-05T02:17:44.046000+00:00,-0.098170628203577498,7187,-705.5523048991115,7187,-0.098170628203577498,-0.0016066685718501999,7187,-11.547127025887386,7187,-0.0016066685718501999
Nakdan Weir,2025-09-23,1,20250923T021529_20250923T022229_T52SDF,S2B_MSIL2A_20250923T021529_N0511_R003_T52SDF_20250923T041635,52SDF,2025-09-23T02:27:21.976000+00:00,-0.018966971878964199,6832,-129.5823518770834,6832,-0.018966971878964199,-0.0023107552297168999,6832,-15.78707972942586,6832,-0.0023107552297168999
Nakdan Weir,2025-09-27,1,20250927T021121_20250927T021438_T52SDF,S2A_MSIL2A_20250927T021121_N0511_R103_T52SDF_20250927T061715,52SDF,2025-09-27T02:17:42.531000+00:00,-0.0053317987031608997,1517,-8.0883386326950841,1517,-0.0053317987031608989,0.0064992152431175999,1517,9.8593095238093991,1517,0.0064992152431175999
Nakdan Weir,2025-10-28,1,20251028T021821_20251028T022504_T52SDF,S2C_MSIL2A_20251028T021821_N0511_R003_T52SDF_20251028T054320,52SDF,2025-10-28T02:27:35.753000+00:00,-0.14262596261277419,7187,-1025.0527932980081,7187,-0.14262596261277419,-0.0081538059503277992,7187,-58.601403365005893,7187,-0.0081538059503277992
Sangju Weir,2017-05-03,1,20170503T021611_20170503T022350_T52SDF,S2A_MSIL2A_20170503T021611_N0500_R003_T52SDF_20230925T151324,52SDF,2017-05-03T02:27:24.879000+00:00,-0.022037572391284801,7533,-166.00903282354841,7533,-0.022037572391284801,-0.00092745126258440001,7533,-6.9864903610482854,7533,-0.00092745126258440001
Sangju Weir,2017-07-27,1,20170727T021559_20170727T022347_T52SDF,S2B_MSIL2A_20170727T021559_N0500_R003_T52SDF_20230919T203258,52SDF,2017-07-27T02:27:22.398000+00:00,-0.057664450999897802,7533,-434.38630938223014,7533,-0.057664450999897802,-0.023387978102915499,7533,-176.18163904926246,7533,-0.023387978102915499
Sangju Weir,2017-10-30,1,20171030T021821_20171030T022623_T52SDF,S2A_MSIL2A_20171030T021821_N0500_R003_T52SDF_20230911T092126,52SDF,2017-10-30T02:27:21.895000+00:00,-0.104643319701464,7533,-788.27812731112829,7533,-0.104643319701464,-0.0095328737980433006,7533,-71.811138320660177,7533,-0.0095328737980433006
Sangju Weir,2018-06-02,1,20180602T021639_20180602T021638_T52SDF,S2B_MSIL2A_20180602T021639_N0500_R003_T52SDF_20230827T172817,52SDF,2018-06-02T02:27:19.546000+00:00,0.0021403602271574001,7533,16.123333591176696,7533,0.0021403602271574001,-0.0018159818012814001,7533,-13.679790909052787,7533,-0.0018159818012814001
Sangju Weir,2018-06-24,1,20180624T020651_20180624T020653_T52SDF,S2A_MSIL2A_20180624T020651_N0500_R103_T52SDF_20230902T201514,52SDF,2018-06-24T02:17:27.046000+00:00,-0.052420918128778998,7533,-394.88677626409219,7533,-0.052420918128778998,-0.0064717963468132996,7533,-48.752041880544589,7533,-0.0064717963468132996
Sangju Weir,2018-08-01,1,20180801T021649_20180801T022346_T52SDF,S2B_MSIL2A_20180801T021649_N0500_R003_T52SDF_20230709T134957,52SDF,2018-08-01T02:27:19.276000+00:00,0.2098063602957472,7533,1580.4713121078637,7533,0.2098063602957472,-0.0046063173263857001,7533,-34.699388419663478,7533,-0.0046063173263857001
Sangju Weir,2018-10-12,1,20181012T020651_20181012T020650_T52SDF,S2A_MSIL2A_20181012T020651_N0500_R103_T52SDF_20230729T042036,52SDF,2018-10-12T02:17:23.801000+00:00,-0.1361536863193997,7533,-1025.6457190440378,7533,-0.1361536863193997,-0.037635682342799903,7533,-283.5095950883117,7533,-0.03763568234279991
Sangju Weir,2018-10-20,1,20181020T021709_20181020T022232_T52SDF,S2B_MSIL2A_20181020T021709_N0510_R003_T52SDF_20250531T231417,52SDF,2018-10-20T02:27:19.792000+00:00,0.024340944055186099,7533,183.36033156771688,7533,0.024340944055186099,-0.0074314903700010999,7533,-55.981416957218286,7533,-0.0074314903700010999
Sangju Weir,2018-10-30,1,20181030T021819_20181030T022432_T52SDF,S2B_MSIL2A_20181030T021819_N0500_R003_T52SDF_20230707T113406,52SDF,2018-10-30T02:27:20.227000+00:00,-0.076519933681099397,7533,-576.42466041972182,7533,-0.076519933681099411,-0.0090437586353500007,7533,-68.126633800091554,7533,-0.0090437586353500007
Sangju Weir,2019-05-03,1,20190503T021611_20190503T021607_T52SDF,S2A_MSIL2A_20190503T021611_N0500_R003_T52SDF_20221205T094439,52SDF,2019-05-03T02:27:26.549000+00:00,0.0003549659470297,7533,2.6739584789747299,7533,0.0003549659470297,-0.0032715723649727,7533,-24.644754625339349,7533,-0.0032715723649727
Sangju Weir,2019-05-10,1,20190510T020701_20190510T020657_T52SDF,S2A_MSIL2A_20190510T020701_N0500_R103_T52SDF_20221201T133723,52SDF,2019-05-10T02:17:30.872000+00:00,-0.051169610910171803,7533,-385.46067898632418,7533,-0.051169610910171803,-0.0040912360718128003,7533,-30.819281328965825,7533,-0.0040912360718128003
Sangju Weir,2019-05-23,1,20190523T021611_20190523T022214_T52SDF,S2A_MSIL2A_20190523T021611_N0500_R003_T52SDF_20221212T010402,52SDF,2019-05-23T02:27:26.116000+00:00,0.0034145977244801999,7533,25.722164658509346,7533,0.0034145977244801999,-0.0053385516881024001,7533,-40.21530986647538,7533,-0.0053385516881024001
Sangju Weir,2019-05-30,1,20190530T020701_20190530T020656_T52SDF,S2A_MSIL2A_20190530T020701_N0212_R103_T52SDF_20190530T050413,52SDF,2019-05-30T02:17:29+00:00,-0.025379718557829199,7533,-191.18541989612734,7533,-0.025379718557829199,-0.013160784873554999,7439,-97.903078674375635,7439,-0.013160784873554999
Sangju Weir,2019-06-04,1,20190604T020659_20190604T020701_T52SDF,S2B_MSIL2A_20190604T020659_N0500_R103_T52SDF_20230808T145552,52SDF,2019-06-04T02:17:35.110000+00:00,-0.050820080868087897,7533,-382.8276691793061,7533,-0.05082008086808789,-0.0086268129549455005,7533,-64.985781989604462,7533,-0.0086268129549455022
Sangju Weir,2019-06-09,1,20190609T020701_20190609T020655_T52SDF,S2A_MSIL2A_20190609T020701_N0212_R103_T52SDF_20190609T050254,52SDF,2019-06-09T02:17:29+00:00,-0.032654082179922099,7533,-245.98320106135318,7533,-0.032654082179922099,-0.013786129102037701,6457,-89.017035611857438,6457,-0.013786129102037701
Sangju Weir,2019-06-12,1,20190612T021611_20190612T022608_T52SDF,S2A_MSIL2A_20190612T021611_N0212_R003_T52SDF_20190612T043019,52SDF,2019-06-12T02:27:25+00:00,0.0249825870994488,7533,188.19382862014783,7533,0.0249825870994488,-0.0050331756311132996,7533,-37.914912029176485,7533,-0.0050331756311132996
Sangju Weir,2019-06-17,1,20190617T021609_20190617T022127_T52SDF,S2B_MSIL2A_20190617T021609_N0212_R003_T52SDF_20190617T055313,52SDF,2019-06-17T02:27:30+00:00,0.017737364645690399,7500,133.030234842678,7500,0.017737364645690399,0.0017313864102762001,7500,12.985398077071501,7500,0.0017313864102762001
Sangju Weir,2019-06-22,1,20190622T021611_20190622T021607_T52SDF,S2A_MSIL2A_20190622T021611_N0212_R003_T52SDF_20190622T051801,52SDF,2019-06-22T02:27:26+00:00,0.073350114332232305,7384,541.61724422920338,7384,0.073350114332232305,0.076827807704487605,7384,567.29653208993648,7384,0.076827807704487605
Sangju Weir,2019-06-24,1,20190624T020659_20190624T021436_T52SDF,S2B_MSIL2A_20190624T020659_N0212_R103_T52SDF_20190624T060509,52SDF,2019-06-24T02:17:35+00:00,0.047296505480411803,7533,356.2845757839421,7533,0.047296505480411803,0.0066716654718874,7533,50.257655999727781,7533,0.0066716654718873992
Sangju Weir,2019-07-02,1,20190702T021611_20190702T021608_T52SDF,S2A_MSIL2A_20190702T021611_N0212_R003_T52SDF_20190702T051730,52SDF,2019-07-02T02:27:27.572000+00:00,0.0138890514504634,7453,103.51510046030373,7453,0.0138890514504634,-0.0060423546753358001,7453,-45.03366939527772,7453,-0.0060423546753358001
Sangju Weir,2019-07-04,1,20190704T020659_20190704T020701_T52SDF,S2B_MSIL2A_20190704T020659_N0500_R103_T52SDF_20230717T171623,52SDF,2019-07-04T02:17:35.712000+00:00,-0.036438774551185597,7533,-274.49328869408112,7533,-0.036438774551185597,-0.0080875664442958007,7533,-60.923638024880269,7533,-0.0080875664442958007
Sangju Weir,2019-08-08,1,20190808T020701_20190808T020657_T52SDF,S2A_MSIL2A_20190808T020701_N0213_R103_T52SDF_20190808T050331,52SDF,2019-08-08T02:17:31.014000+00:00,0.0439263388317047,7461,327.73441402334879,7461,0.0439263388317047,0.0201133678288439,7461,150.06583737100433,7461,0.0201133678288439
Sangju Weir,2019-08-18,1,20190818T020701_20190818T021257_T52SDF,S2A_MSIL2A_20190818T020701_N0213_R103_T52SDF_20190818T042046,52SDF,2019-08-18T02:17:29.862000+00:00,0.063519435825014001,1449,92.039662510445282,1449,0.063519435825014001,0.033951935247034298,1449,49.196354172952695,1449,0.033951935247034298
Sangju Weir,2019-09-17,1,20190917T020651_20190917T021206_T52SDF,S2A_MSIL2A_20190917T020651_N0500_R103_T52SDF_20230501T145626,52SDF,2019-09-17T02:17:26.352000+00:00,0.0217194208409246,7533,163.612397194685,7533,0.021719420840924597,0.0018626939221593,7533,14.031673315626007,7533,0.0018626939221593
Sangju Weir,2019-09-30,1,20190930T021601_20190930T021604_T52SDF,S2A_MSIL2A_20190930T021601_N0500_R003_T52SDF_20230707T024625,52SDF,2019-09-30T02:27:24.324000+00:00,0.053913440835445803,7533,406.12994981341325,7533,0.053913440835445803,0.0024370158783617998,7533,18.358040611699437,7533,0.0024370158783617998
Sangju Weir,2019-10-12,1,20191012T020659_20191012T020654_T52SDF,S2B_MSIL2A_20191012T020659_N0213_R103_T52SDF_20191012T044314,52SDF,2019-10-12T02:17:28.126000+00:00,0.0050713967805313996,7533,38.202831947743036,7533,0.0050713967805313996,-0.0034479500757647,7533,-25.973407920735486,7533,-0.0034479500757647
Sangju Weir,2019-10-20,1,20191020T021721_20191020T021716_T52SDF,S2A_MSIL2A_20191020T021721_N0213_R003_T52SDF_20191020T052106,52SDF,2019-10-20T02:27:25.990000+00:00,-0.024878330504234901,7533,-187.4084636884015,7533,-0.024878330504234901,-0.0143358956697619,7533,-107.99230208031639,7533,-0.0143358956697619
Sangju Weir,2019-10-22,1,20191022T020719_20191022T020722_T52SDF,S2B_MSIL2A_20191022T020719_N0213_R103_T52SDF_20191022T044434,52SDF,2019-10-22T02:17:28.133000+00:00,-0.038247264222396202,7533,-288.11664138731061,7533,-0.038247264222396202,-0.019156299427456999,7533,-144.30440358703356,7533,-0.019156299427456999
Sangju Weir,2019-10-27,1,20191027T020801_20191027T020756_T52SDF,S2A_MSIL2A_20191027T020801_N0500_R103_T52SDF_20230710T091331,52SDF,2019-10-27T02:17:30.275000+00:00,-0.094630200467614695,7533,-712.84930012254154,7533,-0.094630200467614695,-0.0501979033591885,7533,-378.140806004767,7533,-0.050197903359188507
Sangju Weir,2019-10-30,1,20191030T021821_20191030T021819_T52SDF,S2A_MSIL2A_20191030T021821_N0500_R003_T52SDF_20230709T010057,52SDF,2019-10-30T02:27:26+00:00,-0.0891096326057291,7533,-671.2628624189573,7533,-0.0891096326057291,-0.055952053566529103,7533,-421.48681951666373,7533,-0.055952053566529103
Sangju Weir,2020-05-12,1,20200512T021559_20200512T021601_T52SDF,S2B_MSIL2A_20200512T021559_N0214_R003_T52SDF_20200512T050014,52SDF,2020-05-12T02:27:21.448000+00:00,0.037090777806052501,7533,279.40482921299349,7533,0.037090777806052501,0.0265918209362675,7533,200.31618711290307,7533,0.0265918209362675
Sangju Weir,2020-05-29,1,20200529T020659_20200529T020654_T52SDF,S2B_MSIL2A_20200529T020659_N0214_R103_T52SDF_20200529T050207,52SDF,2020-05-29T02:17:28.279000+00:00,0.016262855615703401,7531,122.47556564186232,7531,0.016262855615703401,-0.0048169922448594998,7473,-35.997383045835043,7473,-0.0048169922448594998
Sangju Weir,2020-06-01,1,20200601T021609_20200601T021604_T52SDF,S2B_MSIL2A_20200601T021609_N0214_R003_T52SDF_20200601T050555,52SDF,2020-06-01T02:27:24.366000+00:00,0.017136979992941601,7533,129.09287028682908,7533,0.017136979992941601,0.00047331036671010001,7533,3.5654469924271832,7533,0.00047331036671010001
Sangju Weir,2020-06-06,1,20200606T021611_20200606T021609_T52SDF,S2A_MSIL2A_20200606T021611_N0214_R003_T52SDF_20200606T052013,52SDF,2020-06-06T02:27:29.088000+00:00,0.026234032984341099,7533,197.62097047104149,7533,0.026234032984341099,-0.018786113523234799,7533,-141.51579317052776,7533,-0.018786113523234803
Sangju Weir,2020-06-08,1,20200608T020659_20200608T020655_T52SDF,S2B_MSIL2A_20200608T020659_N0214_R103_T52SDF_20200608T045438,52SDF,2020-06-08T02:17:29.150000+00:00,0.014284866234396299,7533,107.60789734370732,7533,0.014284866234396299,-0.0087390993097357997,7533,-65.831635100239779,7533,-0.0087390993097357997
Sangju Weir,2020-06-16,1,20200616T021611_20200616T021609_T52SDF,S2A_MSIL2A_20200616T021611_N0214_R003_T52SDF_20200616T053533,52SDF,2020-06-16T02:27:28.869000+00:00,0.0098330845444013996,7533,74.072625872975749,7533,0.0098330845444013996,-0.0122691713191,7533,-92.423667546780308,7533,-0.0122691713191
Sangju Weir,2020-06-21,1,20200621T021609_20200621T021605_T52SDF,S2B_MSIL2A_20200621T021609_N0214_R003_T52SDF_20200621T050033,52SDF,2020-06-21T02:27:25.323000+00:00,-0.0099119562376015005,7533,-74.66676633785211,7533,-0.0099119562376015005,-0.0054112673871833999,7533,-40.763077227652552,7533,-0.0054112673871833999
Sangju Weir,2020-06-23,1,20200623T020701_20200623T020659_T52SDF,S2A_MSIL2A_20200623T020701_N0214_R103_T52SDF_20200623T051817,52SDF,2020-06-23T02:17:32.724000+00:00,-0.025768767005532899,7533,-194.11612185267933,7533,-0.025768767005532899,0.011509716718539899,7531,86.679676607323984,7531,0.011509716718539899
Sangju Weir,2020-06-28,1,20200628T020659_20200628T020655_T52SDF,S2B_MSIL2A_20200628T020659_N0214_R103_T52SDF_20200628T044730,52SDF,2020-06-28T02:17:29.438000+00:00,0.030488997206583001,6693,204.06285830366002,6693,0.030488997206583001,0.029053912690405501,6693,194.45783763688402,6693,0.029053912690405501
Sangju Weir,2020-07-08,1,20200708T020659_20200708T020655_T52SDF,S2B_MSIL2A_20200708T020659_N0214_R103_T52SDF_20200708T045226,52SDF,2020-07-08T02:17:28.963000+00:00,0.030459166684091502,7533,229.44890263126129,7533,0.030459166684091502,-0.0078753057371976996,7533,-59.324678118310274,7533,-0.0078753057371976996
Sangju Weir,2020-07-16,1,20200716T021611_20200716T021608_T52SDF,S2A_MSIL2A_20200716T021611_N0214_R003_T52SDF_20200716T053754,52SDF,2020-07-16T02:27:27.480000+00:00,-0.059909944784524903,7441,-445.78989914164981,7441,-0.059909944784524903,-0.029105770611647801,7441,-216.57603912127129,7441,-0.029105770611647801
Sangju Weir,2020-07-21,1,20200721T021609_20200721T021604_T52SDF,S2B_MSIL2A_20200721T021609_N0214_R003_T52SDF_20200721T045342,52SDF,2020-07-21T02:27:24.547000+00:00,0.0093807992594964994,7533,70.665560821787125,7533,0.0093807992594964994,-0.0021398974577095998,7533,-16.119847548926415,7533,-0.0021398974577095998
Sangju Weir,2020-08-20,1,20200820T021609_20200820T021606_T52SDF,S2B_MSIL2A_20200820T021609_N0214_R003_T52SDF_20200820T045434,52SDF,2020-08-20T02:27:26.309000+00:00,0.068427743957019505,7533,515.46619522822789,7533,0.068427743957019505,-0.0014216772694274999,7533,-10.709494870597357,7533,-0.0014216772694274999
Sangju Weir,2020-08-25,1,20200825T021611_20200825T021608_T52SDF,S2A_MSIL2A_20200825T021611_N0214_R003_T52SDF_20200825T053321,52SDF,2020-08-25T02:27:28.189000+00:00,-0.048816901390208098,7533,-367.73771817243761,7533,-0.048816901390208098,-0.0193630920968485,7533,-145.86217276555976,7533,-0.0193630920968485
Sangju Weir,2020-09-04,1,20200904T021611_20200904T021607_T52SDF,S2A_MSIL2A_20200904T021611_N0214_R003_T52SDF_20200904T052050,52SDF,2020-09-04T02:27:27.307000+00:00,0.023149296174836902,5872,135.93266713864227,5872,0.023149296174836898,-0.0211531989332257,5872,-124.2115841359013,5872,-0.0211531989332257
Sangju Weir,2020-09-14,1,20200914T021611_20200914T021607_T52SDF,S2A_MSIL2A_20200914T021611_N0214_R003_T52SDF_20200914T052323,52SDF,2020-09-14T02:27:26.907000+00:00,-0.025673208217498501,6711,-172.29290034763244,6711,-0.025673208217498501,-0.0559367707313633,6711,-375.39166837817913,6711,-0.055936770731363307
Sangju Weir,2020-10-01,1,20201001T020701_20201001T020659_T52SDF,S2A_MSIL2A_20201001T020701_N0214_R103_T52SDF_20201001T045717,52SDF,2020-10-01T02:17:32.665000+00:00,0.020095103747232598,7533,151.37641652790316,7533,0.020095103747232598,-0.026559183483885501,7533,-200.07032918410948,7533,-0.026559183483885501
Sangju Weir,2020-10-06,1,20201006T020659_20201006T020656_T52SDF,S2B_MSIL2A_20201006T020659_N0500_R103_T52SDF_20230411T043438,52SDF,2020-10-06T02:17:30.557000+00:00,-0.055920129529206199,7533,-421.24633574351031,7533,-0.055920129529206199,-0.053764743876970701,7533,-405.00981562522031,7533,-0.053764743876970701
Sangju Weir,2020-10-09,1,20201009T021609_20201009T021609_T52SDF,S2B_MSIL2A_20201009T021609_N0214_R003_T52SDF_20201009T045242,52SDF,2020-10-09T02:27:26.439000+00:00,-0.0188169407237989,5210,-98.036261170992276,5210,-0.0188169407237989,-0.0192314720623568,5210,-100.19596944487893,5210,-0.0192314720623568
Sangju Weir,2020-10-19,1,20201019T021719_20201019T022536_T52SDF,S2B_MSIL2A_20201019T021719_N0214_R003_T52SDF_20201019T045725,52SDF,2020-10-19T02:27:26.467000+00:00,-0.049081088565042001,1637,-80.345741980973756,1637,-0.049081088565042001,-0.025332735071021201,1637,-41.469687311261708,1637,-0.025332735071021201
