site,date,component_rows,scene_ids,product_ids,tiles,utc_timestamps,ndci_component_values,ndci_component_counts,ndci_weighted_numerator,ndci_valid_pixels,ndci_mean,fai_component_values,fai_component_counts,fai_weighted_numerator,fai_valid_pixels,fai_mean
Dalseong Weir,2017-09-12,1,20170912T020649_20170912T021455_T52SDE,S2B_MSIL2A_20170912T020649_N0500_R103_T52SDE_20230824T201656,52SDE,2017-09-12T02:17:32.342000+00:00,0.039479065201037,10277,405.72635307105725,10277,0.039479065201037,0.00041128201508110001,10277,4.2267452689884646,10277,0.00041128201508110001
Dalseong Weir,2017-09-25,1,20170925T021549_20170925T022334_T52SDE,S2B_MSIL2A_20170925T021549_N0500_R003_T52SDE_20230917T092502,52SDE,2017-09-25T02:27:23.451000+00:00,0.069758419157853802,10513,733.37026060651704,10513,0.069758419157853802,0.010632397021662,10513,111.7783898887326,10513,0.010632397021662
Dalseong Weir,2017-10-30,1,20171030T021821_20171030T022623_T52SDE,S2A_MSIL2A_20171030T021821_N0500_R003_T52SDE_20230911T092126,52SDE,2017-10-30T02:27:36.446000+00:00,0.0051516563158386999,10513,54.15936284841225,10513,0.0051516563158386999,-0.0069325873418360001,10513,-72.882290724721869,10513,-0.0069325873418360001
Dalseong Weir,2018-10-12,1,20181012T020651_20181012T020650_T52SDE,S2A_MSIL2A_20181012T020651_N0500_R103_T52SDE_20230729T042036,52SDE,2018-10-12T02:17:38.193000+00:00,-0.085558608871646305,10513,-899.47765506761766,10513,-0.085558608871646305,-0.052217460500084502,10513,-548.96216223738838,10513,-0.052217460500084502
Dalseong Weir,2018-10-15,1,20181015T021641_20181015T022428_T52SDE,S2A_MSIL2A_20181015T021641_N0500_R003_T52SDE_20230710T053551,52SDE,2018-10-15T02:27:34.169000+00:00,-0.0317911712563975,10513,-334.22058341850692,10513,-0.0317911712563975,-0.036020052299374099,10513,-378.67880982331991,10513,-0.036020052299374099
Dalseong Weir,2018-10-17,1,20181017T020649_20181017T021729_T52SDE,S2B_MSIL2A_20181017T020649_N0500_R103_T52SDE_20230709T211938,52SDE,2018-10-17T02:17:39.571000+00:00,-0.017692098576831902,10513,-185.99703233823379,10513,-0.017692098576831902,-0.036806140071936597,10513,-386.94295057626942,10513,-0.036806140071936597
Dalseong Weir,2018-10-20,1,20181020T021709_20181020T022232_T52SDE,S2B_MSIL2A_20181020T021709_N0510_R003_T52SDE_20250531T231417,52SDE,2018-10-20T02:27:34.358000+00:00,0.017260911312877499,10513,181.46396063228113,10513,0.017260911312877499,-0.031754660250904301,10513,-333.83674321775692,10513,-0.031754660250904301
Dalseong Weir,2018-10-30,1,20181030T021819_20181030T022432_T52SDE,S2B_MSIL2A_20181030T021819_N0500_R003_T52SDE_20230707T113406,52SDE,2018-10-30T02:27:34.785000+00:00,-0.095252936593776302,10513,-1001.3941224103703,10513,-0.095252936593776302,-0.0293163882252689,10513,-308.20318941225196,10513,-0.0293163882252689
Dalseong Weir,2019-05-03,1,20190503T021611_20190503T021607_T52SDE,S2A_MSIL2A_20190503T021611_N0500_R003_T52SDE_20221205T094439,52SDE,2019-05-03T02:27:41.104000+00:00,-0.018918733066157701,10513,-198.8926407245159,10513,-0.018918733066157701,-0.0066037629518800002,10513,-69.425359913114448,10513,-0.006603762951880001
Dalseong Weir,2019-05-05,1,20190505T020659_20190505T021736_T52SDE,S2B_MSIL2A_20190505T020659_N0211_R103_T52SDE_20190505T041612,52SDE,2019-05-05T02:17:49+00:00,0.0014037886847915999,519,0.72856632740684035,519,0.0014037886847915999,-0.0028506325579397002,519,-1.4794782975707044,519,-0.0028506325579397002
Dalseong Weir,2019-05-10,1,20190510T020701_20190510T020657_T52SDE,S2A_MSIL2A_20190510T020701_N0500_R103_T52SDE_20221201T133723,52SDE,2019-05-10T02:17:45.268000+00:00,-0.071542296197782407,10513,-752.12415992728643,10513,-0.071542296197782407,-0.0101515897300889,10513,-106.72366283242461,10513,-0.0101515897300889
Dalseong Weir,2019-05-23,1,20190523T021611_20190523T022214_T52SDE,S2A_MSIL2A_20190523T021611_N0500_R003_T52SDE_20221212T010402,52SDE,2019-05-23T02:27:40.685000+00:00,-0.0217462204733802,10513,-228.61801583664604,10513,-0.0217462204733802,-0.0011511764740935,10513,-12.102318272144965,10513,-0.0011511764740935
Dalseong Weir,2019-05-30,1,20190530T020701_20190530T020656_T52SDE,S2A_MSIL2A_20190530T020701_N0212_R103_T52SDE_20190530T050413,52SDE,2019-05-30T02:17:44+00:00,-0.027659847910458599,10513,-290.78798108265124,10513,-0.027659847910458599,-0.0023211766307838001,10511,-24.397887566168521,10511,-0.0023211766307838001
Dalseong Weir,2019-06-04,1,20190604T020659_20190604T020701_T52SDE,S2B_MSIL2A_20190604T020659_N0500_R103_T52SDE_20230808T145552,52SDE,2019-06-04T02:17:49.507000+00:00,-0.00038173072867559999,10513,-4.0131351505665824,10513,-0.00038173072867559994,-0.0059173398430121,10513,-62.208993769586208,10513,-0.0059173398430121
Dalseong Weir,2019-06-09,1,20190609T020701_20190609T020655_T52SDE,S2A_MSIL2A_20190609T020701_N0212_R103_T52SDE_20190609T050254,52SDE,2019-06-09T02:17:43+00:00,-0.0107210145350262,10513,-112.71002580673044,10513,-0.0107210145350262,-0.0091268500861559996,10513,-95.950574955758029,10513,-0.0091268500861559996
Dalseong Weir,2019-06-12,1,20190612T021611_20190612T022608_T52SDE,S2A_MSIL2A_20190612T021611_N0212_R003_T52SDE_20190612T043019,52SDE,2019-06-12T02:27:40+00:00,0.034790184162186398,10513,365.74920609706561,10513,0.034790184162186398,0.017362621012097099,10513,182.53323470017679,10513,0.017362621012097099
Dalseong Weir,2019-06-17,1,20190617T021609_20190617T022127_T52SDE,S2B_MSIL2A_20190617T021609_N0212_R003_T52SDE_20190617T055313,52SDE,2019-06-17T02:27:44+00:00,0.043816146354967098,8830,386.89657231435945,8830,0.043816146354967098,0.0311838411211567,8830,275.35331709981364,8830,0.031183841121156696
Dalseong Weir,2019-06-22,1,20190622T021611_20190622T021607_T52SDE,S2A_MSIL2A_20190622T021611_N0212_R003_T52SDE_20190622T051801,52SDE,2019-06-22T02:27:41+00:00,0.0384443456148462,10513,404.16540544887812,10513,0.0384443456148462,0.0044643005459320999,10513,46.933191639384169,10513,0.0044643005459320999
Dalseong Weir,2019-07-04,1,20190704T020659_20190704T020701_T52SDE,S2B_MSIL2A_20190704T020659_N0500_R103_T52SDE_20230717T171623,52SDE,2019-07-04T02:17:50.105000+00:00,0.066160407470064395,10513,695.54436373278702,10513,0.066160407470064395,-0.010687567768477501,10513,-112.35839995000397,10513,-0.010687567768477501
Dalseong Weir,2019-08-01,1,20190801T021611_20190801T021608_T52SDE,S2A_MSIL2A_20190801T021611_N0213_R003_T52SDE_20190801T050256,52SDE,2019-08-01T02:27:41.941000+00:00,0.089730578828083399,9130,819.24018470040141,9130,0.089730578828083399,0.0033068962770302999,9130,30.191963009286638,9130,0.0033068962770302999
Dalseong Weir,2019-08-18,1,20190818T020701_20190818T021257_T52SDE,S2A_MSIL2A_20190818T020701_N0213_R103_T52SDE_20190818T042046,52SDE,2019-08-18T02:17:44.255000+00:00,0.078311656600011798,10513,823.29044583592406,10513,0.078311656600011798,0.0177156773260723,9256,163.97630933012522,9256,0.0177156773260723
Dalseong Weir,2019-08-26,1,20190826T021609_20190826T021607_T52SDE,S2B_MSIL2A_20190826T021609_N0213_R003_T52SDE_20190826T045559,52SDE,2019-08-26T02:27:41.887000+00:00,0.0673095959784627,10513,707.62578252157834,10513,0.0673095959784627,0.0028957281664456001,10513,30.442790213842596,10513,0.0028957281664456001
Dalseong Weir,2019-09-17,2,20190917T020651_20190917T021206_T52SDE|20190917T020651_20190917T021734_T52SDE,S2A_MSIL2A_20190917T020651_N0213_R103_T52SDE_20190917T042040|S2A_MSIL2A_20190917T020651_N0213_R103_T52SDE_20190917T060908,52SDE|52SDE,2019-09-17T02:17:37.137000+00:00|2019-09-17T02:17:43.638000+00:00,0.1064300298984913|0.12020687926402911,9656|2829,1367.7536301377702,12485,0.10955175251403847,0.0149082589806193|0.0066988113928426003,9656|2829,162.90508614721165,12485,0.013048064569260043
Dalseong Weir,2019-10-10,1,20191010T021611_20191010T021609_T52SDE,S2A_MSIL2A_20191010T021611_N0213_R003_T52SDE_20191010T052518,52SDE,2019-10-10T02:27:39.964000+00:00,-0.051643361754183,8208,-423.88871327833408,8208,-0.051643361754183,-0.051637467183254203,8208,-423.84033064015051,8208,-0.051637467183254203
Dalseong Weir,2019-10-12,1,20191012T020659_20191012T020654_T52SDE,S2B_MSIL2A_20191012T020659_N0500_R103_T52SDE_20230719T000522,52SDE,2019-10-12T02:17:42.524000+00:00,-0.064418227031063299,10513,-677.22882077756844,10513,-0.064418227031063299,-0.051610869174854503,10513,-542.58506763524542,10513,-0.05161086917485451
Dalseong Weir,2019-10-20,1,20191020T021721_20191020T021716_T52SDE,S2A_MSIL2A_20191020T021721_N0213_R003_T52SDE_20191020T052106,52SDE,2019-10-20T02:27:40.534000+00:00,-0.045711953047102002,10513,-480.56976238418338,10513,-0.045711953047102002,-0.0217531568672116,10513,-228.69093814499556,10513,-0.0217531568672116
Dalseong Weir,2019-10-22,1,20191022T020719_20191022T020722_T52SDE,S2B_MSIL2A_20191022T020719_N0213_R103_T52SDE_20191022T044434,52SDE,2019-10-22T02:17:42.528000+00:00,-0.035681917329716803,10513,-375.12399688731273,10513,-0.035681917329716803,-0.018092940304251799,10513,-190.21108141859918,10513,-0.018092940304251799
Dalseong Weir,2019-10-27,1,20191027T020801_20191027T020756_T52SDE,S2A_MSIL2A_20191027T020801_N0213_R103_T52SDE_20191027T050157,52SDE,2019-10-27T02:17:44.668000+00:00,-0.039364682004529,10513,-413.84090191361338,10513,-0.039364682004529,-0.016902840104034301,10510,-177.64884949340049,10510,-0.016902840104034301
Dalseong Weir,2019-10-30,1,20191030T021821_20191030T021819_T52SDE,S2A_MSIL2A_20191030T021821_N0500_R003_T52SDE_20230709T010057,52SDE,2019-10-30T02:27:40.543000+00:00,0.053204438320138499,10513,559.338260059616,10513,0.053204438320138499,-0.0142506599194337,10513,-149.81718773300648,10513,-0.014250659919433698
Dalseong Weir,2020-05-04,1,20200504T020701_20200504T020657_T52SDE,S2A_MSIL2A_20200504T020701_N0214_R103_T52SDE_20200504T051748,52SDE,2020-05-04T02:17:44.918000+00:00,-0.026028543010987702,10497,-273.22161598633789,10497,-0.026028543010987702,-0.010702709893320299,10497,-112.34634575018318,10497,-0.010702709893320299
Dalseong Weir,2020-05-12,1,20200512T021559_20200512T021601_T52SDE,S2B_MSIL2A_20200512T021559_N0214_R003_T52SDE_20200512T050014,52SDE,2020-05-12T02:27:36.017000+00:00,0.022421249237742299,10513,235.71459323638479,10513,0.022421249237742299,0.0122148208975823,10513,128.41441209628272,10513,0.0122148208975823
Dalseong Weir,2020-05-29,1,20200529T020659_20200529T020654_T52SDE,S2B_MSIL2A_20200529T020659_N0214_R103_T52SDE_20200529T050207,52SDE,2020-05-29T02:17:42.672000+00:00,-0.0098408610081996001,10513,-103.45697177920239,10513,-0.0098408610081996001,-0.0037835777282643999,10513,-39.776752657243634,10513,-0.0037835777282643995
Dalseong Weir,2020-06-01,1,20200601T021609_20200601T021604_T52SDE,S2B_MSIL2A_20200601T021609_N0214_R003_T52SDE_20200601T050555,52SDE,2020-06-01T02:27:38.928000+00:00,0.027223830275519199,8822,240.16863069063038,8822,0.027223830275519199,0.019369674114440499,8822,170.87926503759408,8822,0.019369674114440499
Dalseong Weir,2020-06-08,1,20200608T020659_20200608T020655_T52SDE,S2B_MSIL2A_20200608T020659_N0214_R103_T52SDE_20200608T045438,52SDE,2020-06-08T02:17:43.544000+00:00,-0.011526659458184801,10513,-121.17977088389681,10513,-0.011526659458184801,-0.0069572878567981996,10513,-73.14196723851947,10513,-0.0069572878567981996
Dalseong Weir,2020-06-16,1,20200616T021611_20200616T021609_T52SDE,S2A_MSIL2A_20200616T021611_N0214_R003_T52SDE_20200616T053533,52SDE,2020-06-16T02:27:43.423000+00:00,0.0247302657489839,10513,259.98928381906774,10513,0.0247302657489839,0.0197207607896361,10513,207.32435818144432,10513,0.0197207607896361
Dalseong Weir,2020-06-21,1,20200621T021609_20200621T021605_T52SDE,S2B_MSIL2A_20200621T021609_N0214_R003_T52SDE_20200621T050033,52SDE,2020-06-21T02:27:39.886000+00:00,0.042522160105200102,6670,283.62280790168467,6670,0.042522160105200102,0.012811361334130101,6670,85.451780098647774,6670,0.012811361334130101
Dalseong Weir,2020-06-23,1,20200623T020701_20200623T020659_T52SDE,S2A_MSIL2A_20200623T020701_N0214_R103_T52SDE_20200623T051817,52SDE,2020-06-23T02:17:47.116000+00:00,0.065094847615499704,10513,684.34213298174836,10513,0.065094847615499704,0.013275597357823301,10513,139.56635502279636,10513,0.013275597357823301
Dalseong Weir,2020-06-26,1,20200626T021611_20200626T021608_T52SDE,S2A_MSIL2A_20200626T021611_N0214_R003_T52SDE_20200626T053706,52SDE,2020-06-26T02:27:42.828000+00:00,0.028770220347801301,9698,279.01359693297701,9698,0.028770220347801301,0.0070397307063727,9698,68.271308390402439,9698,0.0070397307063726992
Dalseong Weir,2020-06-28,2,20200628T020659_20200628T020655_T52SDE|20200628T020659_20200628T021737_T52SDE,S2B_MSIL2A_20200628T020659_N0214_R103_T52SDE_20200628T044730|S2B_MSIL2A_20200628T020659_N0214_R103_T52SDE_20200628T041834,52SDE|52SDE,2020-06-28T02:17:40.177000+00:00|2020-06-28T02:17:46.684000+00:00,0.048769559406922201|0.061847387515491799,10018|2903,668.1164120960193,12921,0.051707794450585813,0.014742721914624401|0.020131333724547701,10018|2903,206.13384994306921,12921,0.015953397565441469
Dalseong Weir,2020-07-16,1,20200716T021611_20200716T021608_T52SDE,S2A_MSIL2A_20200716T021611_N0214_R003_T52SDE_20200716T053754,52SDE,2020-07-16T02:27:42.052000+00:00,-0.00055081065832130003,8197,-4.514994966259696,8197,-0.00055081065832130003,-0.0143313828583251,8197,-117.47434528969085,8197,-0.0143313828583251
Dalseong Weir,2020-08-20,1,20200820T021609_20200820T021606_T52SDE,S2B_MSIL2A_20200820T021609_N0214_R003_T52SDE_20200820T045434,52SDE,2020-08-20T02:27:40.877000+00:00,0.1002488137329499,10513,1053.9157787745023,10513,0.1002488137329499,0.0090748457756508003,10513,95.403853639416866,10513,0.0090748457756508003
Dalseong Weir,2020-08-25,1,20200825T021611_20200825T021608_T52SDE,S2A_MSIL2A_20200825T021611_N0214_R003_T52SDE_20200825T053321,52SDE,2020-08-25T02:27:42.745000+00:00,0.037235459398486298,10513,391.45638465628645,10513,0.037235459398486298,-0.00077771720557760001,10513,-8.1761409822373086,10513,-0.00077771720557760001
Dalseong Weir,2020-09-04,1,20200904T021611_20200904T021607_T52SDE,S2A_MSIL2A_20200904T021611_N0214_R003_T52SDE_20200904T052050,52SDE,2020-09-04T02:27:41.859000+00:00,0.015982546111699501,10513,168.02450727229686,10513,0.015982546111699501,-0.038594022075711699,10513,-405.7389540819571,10513,-0.038594022075711699
Dalseong Weir,2020-09-14,1,20200914T021611_20200914T021607_T52SDE,S2A_MSIL2A_20200914T021611_N0214_R003_T52SDE_20200914T052323,52SDE,2020-09-14T02:27:41.457000+00:00,-0.026702263617256999,9367,-250.1201033028463,9367,-0.026702263617256999,-0.043321184254626402,9367,-405.78953291308551,9367,-0.043321184254626402
Dalseong Weir,2020-10-01,1,20201001T020701_20201001T020659_T52SDE,S2A_MSIL2A_20201001T020701_N0214_R103_T52SDE_20201001T045717,52SDE,2020-10-01T02:17:47.057000+00:00,0.010166853349848799,10513,106.88412926696043,10513,0.010166853349848799,-0.0124466468392226,10513,-130.85159822074721,10513,-0.012446646839222602
Dalseong Weir,2020-10-06,1,20201006T020659_20201006T020656_T52SDE,S2B_MSIL2A_20201006T020659_N0500_R103_T52SDE_20230411T043438,52SDE,2020-10-06T02:17:44.954000+00:00,0.021119920802178501,10513,222.03372739330257,10513,0.021119920802178501,-0.0142620564817249,10513,-149.93699979237388,10513,-0.014262056481724902
Dalseong Weir,2020-10-19,1,20201019T021719_20201019T022536_T52SDE,S2B_MSIL2A_20201019T021719_N0214_R003_T52SDE_20201019T045725,52SDE,2020-10-19T02:27:41.037000+00:00,0.028037356571412299,10513,294.7567296352575,10513,0.028037356571412299,0.00070708883379829997,10513,7.4336249097215275,10513,0.00070708883379829997
Dalseong Weir,2020-10-24,1,20201024T021751_20201024T022447_T52SDE,S2A_MSIL2A_20201024T021751_N0214_R003_T52SDE_20201024T045915,52SDE,2020-10-24T02:27:42.640000+00:00,0.018208402131957201,10513,191.42493161326604,10513,0.018208402131957201,-0.0068670354275244001,10513,-72.193143449564019,10513,-0.0068670354275244001
Dalseong Weir,2020-10-26,1,20201026T020759_20201026T020756_T52SDE,S2B_MSIL2A_20201026T020759_N0214_R103_T52SDE_20201026T043232,52SDE,2020-10-26T02:17:44.696000+00:00,0.0038986016703784999,10513,40.985999360689171,10513,0.0038986016703784999,-0.0076989489712822002,10511,-80.9236526371472,10511,-0.0076989489712821994
Dalseong Weir,2020-10-29,1,20201029T021819_20201029T021816_T52SDE,S2B_MSIL2A_20201029T021819_N0214_R003_T52SDE_20201029T043353,52SDE,2020-10-29T02:27:40.407000+00:00,0.035154543588532101,8472,297.82929328204398,8472,0.035154543588532101,-0.0031336102484508001,8472,-26.547946024875177,8472,-0.0031336102484508001
Dalseong Weir,2021-05-09,1,20210509T020651_20210509T021025_T52SDE,S2A_MSIL2A_20210509T020651_N0300_R103_T52SDE_20210509T044903,52SDE,2021-05-09T02:17:40.444000+00:00,-0.0182393182799724,10513,-191.74995307734986,10513,-0.0182393182799724,-0.0061421894974372001,10513,-64.572838186557291,10513,-0.006142189497437201
Dalseong Weir,2021-05-12,1,20210512T021601_20210512T022720_T52SDE,S2A_MSIL2A_20210512T021601_N0300_R003_T52SDE_20210512T041625,52SDE,2021-05-12T02:27:36.831000+00:00,0.045377609711087799,1919,87.079633035577487,1919,0.045377609711087799,0.045036927853186103,1919,86.425864550264137,1919,0.045036927853186103
Dalseong Weir,2021-05-19,1,20210519T020651_20210519T020653_T52SDE,S2A_MSIL2A_20210519T020651_N0500_R103_T52SDE_20230224T152720,52SDE,2021-05-19T02:17:41.641000+00:00,-0.091084269123220596,10513,-957.56892129241817,10513,-0.091084269123220596,-0.0085300767159201991,10513,-89.676696514469057,10513,-0.0085300767159201991
Dalseong Weir,2021-05-22,1,20210522T021601_20210522T022207_T52SDE,S2A_MSIL2A_20210522T021601_N0500_R003_T52SDE_20230224T233603,52SDE,2021-05-22T02:27:37.809000+00:00,0.0188744754097291,10513,198.42735998248202,10513,0.0188744754097291,0.0044461658160398999,10513,46.74254122402747,10513,0.0044461658160398999
Dalseong Weir,2021-05-29,1,20210529T020651_20210529T021027_T52SDE,S2A_MSIL2A_20210529T020651_N0500_R103_T52SDE_20230227T170302,52SDE,2021-05-29T02:17:42.195000+00:00,0.044334944896654002,10513,466.09327569852354,10513,0.044334944896654002,-0.0064702244651381998,10513,-68.021469801997895,10513,-0.0064702244651381998
Dalseong Weir,2021-06-08,1,20210608T020651_20210608T021027_T52SDE,S2A_MSIL2A_20210608T020651_N0300_R103_T52SDE_20210608T045137,52SDE,2021-06-08T02:17:42.122000+00:00,-0.0116673058871558,2317,-27.033147740539988,2317,-0.0116673058871558,-0.026362288937283301,2317,-61.081423467685404,2317,-0.026362288937283301
Dalseong Weir,2021-06-21,1,20210621T021601_20210621T022255_T52SDE,S2A_MSIL2A_20210621T021601_N0300_R003_T52SDE_20210621T050048,52SDE,2021-06-21T02:27:38.058000+00:00,0.034616168935321899,10513,363.91978401703915,10513,0.034616168935321899,0.0062589704865065,10513,65.800556724642831,10513,0.0062589704865065
Dalseong Weir,2021-07-28,1,20210728T020701_20210728T020656_T52SDE,S2A_MSIL2A_20210728T020701_N0301_R103_T52SDE_20210728T045236,52SDE,2021-07-28T02:17:44.752000+00:00,0.10849810454004361,10513,1140.6405730294784,10513,0.10849810454004361,-0.0027193289515785998,10512,-28.585585938994242,10512,-0.0027193289515785998
Dalseong Weir,2021-08-05,1,20210805T021609_20210805T021604_T52SDE,S2B_MSIL2A_20210805T021609_N0301_R003_T52SDE_20210805T043604,52SDE,2021-08-05T02:27:38.611000+00:00,0.061533158910154998,10513,646.89809962245954,10513,0.061533158910155004,-0.0010622106955534001,10513,-11.167021042352895,10513,-0.0010622106955534001
Dalseong Weir,2021-08-07,1,20210807T020701_20210807T021029_T52SDE,S2A_MSIL2A_20210807T020701_N0301_R103_T52SDE_20210807T051852,52SDE,2021-08-07T02:17:44.203000+00:00,0.097441960792794602,1057,102.99615255798389,1057,0.097441960792794602,-0.00029433755686889999,1057,-0.31111479761042726,1057,-0.00029433755686889999
Dalseong Weir,2021-09-11,1,20210911T020649_20210911T020649_T52SDE,S2B_MSIL2A_20210911T020649_N0301_R103_T52SDE_20210911T043804,52SDE,2021-09-11T02:17:37.721000+00:00,0.0074636405633294002,10513,78.465253242281989,10513,0.007463640563329401,-0.0204567187149758,10501,-214.81600322596088,10501,-0.0204567187149758
Dalseong Weir,2021-09-19,1,20210919T021611_20210919T022209_T52SDE,S2A_MSIL2A_20210919T021611_N0301_R003_T52SDE_20210919T051646,52SDE,2021-09-19T02:27:39.632000+00:00,-0.043102206594498697,9502,-409.55716706092664,9502,-0.043102206594498697,-0.0088087204957771996,9502,-83.700462150874955,9502,-0.0088087204957771996
Dalseong Weir,2021-10-01,1,20211001T020649_20211001T020652_T52SDE,S2B_MSIL2A_20211001T020649_N0500_R103_T52SDE_20230111T002651,52SDE,2021-10-01T02:17:40.876000+00:00,-0.049560935896352201,10513,-521.03411907835073,10513,-0.049560935896352201,-0.010654513970498901,10513,-112.01090537185495,10513,-0.010654513970498901
